,min,max,mean,med,std,label,Unnamed: 0,min,max,mean,med,std,label
312,-334.6971422344828,-2.859028370550188,-118.49176477184756,-46.2362186725988,134.9557829432704,AF,312.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
313,-263.7548556296593,-113.4274579684608,-165.8303136568862,-133.4643128238067,61.09155857075272,AF,313.0,0.8,0.9,0.8500000000000001,0.8500000000000001,0.0707106781186547,AF
314,-287.85195628669885,-71.40097269261511,-146.85761791713338,-99.47406803152064,88.04756642333851,AF,314.0,0.8,1.5,1.0444444444444445,1.0,0.2505549396395484,PVC
315,-256.9927363310263,-111.70048651764056,-162.3606340005221,-131.13527918175672,59.034928264136106,AF,315.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
316,-252.58921339996544,-123.99200562251636,-168.8370262463681,-140.73731710892235,52.29654101382057,AF,316.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
317,-223.5328053075853,-104.11458120265652,-145.75097361069686,-119.79437005543946,48.55598475065716,AF,317.0,0.884,0.898,0.891,0.891,0.0098994949366116,AF
318,-182.9019646947444,-102.19893345993546,-130.33859858034666,-113.03605036394907,32.788017371050856,AF,318.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
319,-233.38855417546384,-148.9564675194757,-178.42443185461502,-159.95516951127792,34.37802782482067,AF,319.0,0.176,0.208,0.192,0.192,0.0226274169979695,PVC
320,-234.1608331204173,-93.58551904150858,-142.57957691385,-112.07554817693445,57.155283787564784,AF,320.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
321,-213.71241527417325,-90.48214203640244,-133.43448305341008,-106.94411292535509,50.07409996651414,AF,321.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
322,-601.0023220551033,164.81179192513844,-102.03148533062723,62.02837584835254,311.1453199316418,N,322.0,0.6,0.7,0.6499999999999999,0.6499999999999999,0.0707106781186547,AF
323,-333.3558322285764,-291.73183569869883,-306.27961175593987,-297.5721171202432,17.039686208872748,AF,323.0,0.7,0.9,0.8,0.8,0.1414213562373095,AF
324,-246.302700357038,-199.6830821158696,-215.9542957677081,-205.9222818981785,18.94293902815934,AF,324.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
325,-230.083615509518,-112.29762819012458,-153.35839864670191,-128.00541475918536,47.86583170995293,AF,325.0,0.6,0.9,0.75,0.75,0.2121320343559642,AF
326,-179.12630327051534,-106.10193190640352,-131.55641644715914,-115.6126198030367,29.70111884514911,AF,326.0,0.7,0.7,0.7,0.7,0.0,AF
327,-173.56941250535138,-68.34256528741273,-105.0170632997741,-82.34581523704091,42.7660688064238,AF,327.0,0.6,0.9,0.75,0.75,0.2121320343559642,AF
328,-357.11635544047857,28.957329310413467,-105.72058746269887,-23.639220701895407,156.76785398144273,AF,328.0,0.06,0.176,0.0986666666666666,0.06,0.0669726312259965,PVC
329,-510.8629240422405,-57.87321563183389,-215.7533196765133,-116.06005621535594,184.3227681079045,AF,329.0,0.18,0.54,0.36,0.36,0.2545584412271571,PVC
330,-651.7202141261646,284.0115642487931,-42.08523793205258,160.55884775970566,380.4223307134205,N,330.0,0.6,0.8,0.7,0.7,0.1414213562373095,AF
331,-340.77049126982973,-276.4166406650466,-318.37120961727675,-332.36886773924994,26.178007291590877,AF,331.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
332,-220.2126079218121,-175.16825105429817,-190.88730754026244,-180.9842657179108,18.325188418224627,AF,332.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
333,-206.3033504770613,-101.1553475811728,-137.8152106421308,-115.28367132386047,42.71753976920584,AF,333.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
334,-243.6727263288253,-50.154534533007954,-117.59751304025804,-75.74954587410559,78.66330242517823,AF,334.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
335,-643.7280419392404,197.3703482374767,-95.70549460550964,85.11349799289528,341.8078140848229,N,335.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
336,-326.72428251973093,-317.3404649629004,-320.6677261652321,-318.934868556168,3.891247224360865,AF,336.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
337,-257.19741589461466,-190.49844158528552,-213.75369419088767,-199.3889858724944,27.1070487225228,AF,337.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
338,-216.93291595085608,-126.93074135742108,-158.3195949117037,-138.9500840305017,36.57222664368306,AF,338.0,0.6,0.6,0.6,0.6,0.0,AF
339,-530.984547042307,107.76962489535484,-114.82029338605057,22.23904973495263,259.5426774109565,N,339.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
340,-317.4667262660352,-262.94087260175974,-281.97534714839765,-270.01877376299547,22.18886330029233,AF,340.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
341,-727.897762810403,227.7274813868264,-105.25581094317884,100.12345951293103,388.3435309697937,N,341.0,0.8,0.8,0.8,0.8,0.0,AF
342,-364.72686924676026,-350.4016041725631,-359.79921408896263,-362.2118870632521,5.779053766868023,AF,342.0,0.7,0.9,0.8,0.8,0.1414213562373095,AF
343,-239.5409651192328,-225.3657409951749,-234.61422153668457,-237.7053867736675,5.779985731993833,AF,343.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
344,-167.84234389292735,-136.2131592331265,-147.25594432292274,-140.56595846506983,12.83874110379877,AF,344.0,0.7,0.7,0.7,0.7,0.0,AF
345,-496.4085532947967,161.07705040871144,-68.03071990245388,74.09071732862901,267.27426441883443,N,345.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
346,-260.60401535140807,-236.6033071273565,-244.9871920784909,-239.9174645481704,9.738308246884875,AF,346.0,0.7,1.0,0.85,0.85,0.2121320343559642,AF
347,-235.45962371106089,-127.65442678627832,-165.23288816866463,-141.94195951256063,43.81914074782917,AF,347.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
348,-218.3152968050475,-92.93545364140073,-136.641190449778,-109.65486704769629,50.9507451178165,AF,348.0,0.6,0.8,0.7,0.7,0.1414213562373095,AF
349,-567.9437633946958,175.2910517371294,-83.72825862930586,76.75479822985712,302.1092263565389,N,349.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
350,-297.8362215846237,-282.25299898808623,-292.4445028447004,-295.82256080121124,6.346833925003716,AF,350.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
351,-243.57438478480265,-156.54339529862312,-186.88355087949657,-168.0942304681139,35.37363900651428,AF,351.0,0.7,1.1,0.9,0.9,0.2828427124746191,AF
352,-284.86839948348086,-239.1530746185936,-255.09211986069363,-245.2334125809176,18.58136473648289,AF,352.0,0.8,0.9,0.8500000000000001,0.8500000000000001,0.0707106781186547,AF
353,-251.7144473628869,-134.4107820642734,-175.2940694124236,-150.16466712096658,47.65798228580749,AF,353.0,0.7,0.7,0.7,0.7,0.0,AF
354,-235.59258892616316,-99.136660296922,-146.69838911459,-117.13267142836236,55.47539830228013,AF,354.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
355,-264.41655352069955,-51.241634636700894,-125.5300983372863,-79.4372910698732,86.65897390551207,AF,355.0,0.536,0.792,0.7344,0.784,0.1110531404328576,PVC
356,-251.64810183559467,-86.3584673490341,-143.97497816425405,-108.17899707329752,67.1941476828944,AF,356.0,0.8,0.8,0.8,0.8,0.0,AF
357,-557.0321214159702,141.13884931215418,-102.14791559916657,48.6678267091568,283.801354492395,N,357.0,0.6,0.8,0.7,0.7,0.1414213562373095,AF
358,-301.10693006334577,-270.9807067634523,-281.5034245952812,-275.3901715953553,12.199219593065513,AF,358.0,0.6,0.8,0.7,0.7,0.1414213562373095,AF
359,-229.2740683890736,-185.1433120999428,-200.53541808500864,-191.1047935437461,17.92386082923034,AF,359.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
360,-239.21628382082372,-88.03720942212675,-140.74285797037362,-108.268646604318,61.42856679111546,AF,360.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
361,-685.5396685033128,242.2831831949573,-81.0696051455252,120.29852537072748,377.2496422187462,N,361.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
362,-354.59988400469416,-306.55405339982593,-337.880775044227,-348.25691198847005,19.534228273191054,AF,362.0,0.6,1.0,0.8,0.8,0.282842712474619,AF
363,-702.7249837183203,195.86241133845496,-117.33536398617257,77.91612496375345,365.3742231308679,N,363.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
364,-376.58534916683067,-330.675307843388,-360.60471764798297,-370.5877156628886,18.67516284505584,AF,364.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
365,-239.8684711492344,-207.7998307413588,-218.99208883865325,-212.22743464678047,13.017577525734096,AF,365.0,0.7,0.8,0.75,0.75,0.0707106781186548,AF
366,-273.7241620668188,-92.37134769151513,-155.63563752902812,-116.99137383981942,73.64880857858566,AF,366.0,0.6,0.8,0.7,0.7,0.1414213562373095,AF
367,-667.2718507556398,123.62528453517795,-152.0053961958005,20.10801411059121,321.6154477693784,N,367.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
368,-397.3580910453176,-257.8546294404913,-348.7775178352475,-379.06799040498834,56.73001972510822,AF,368.0,0.16,0.276,0.2013333333333333,0.168,0.0647868299373671,PVC
369,-319.12151415308887,-79.10120062429186,-162.71424015448906,-110.52098801117587,97.61196624955149,AF,369.0,0.7,0.7,0.7,0.7,0.0,AF
370,-214.0800962945879,-127.49193296033462,-157.68178132491698,-139.45856238336458,35.14751919322863,AF,370.0,0.6,0.8,0.7,0.7,0.1414213562373095,AF
371,-193.6790534129322,-93.06380061120215,-128.132809413278,-106.47948034872849,40.88752523853839,AF,371.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
372,-660.5008481690237,257.9775107420082,-62.09260240893581,135.84924992103424,373.3033142798816,N,372.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
373,-333.4171911258248,-326.7381557435809,-331.1332265848718,-332.24245654166765,2.701696649028499,AF,373.0,0.7,0.8,0.75,0.75,0.0707106781186548,AF
374,-483.22398825249513,75.68037491028451,-119.10939723487066,0.0035878880844695,227.00127034090028,AF,374.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
375,-449.8658709012319,-135.64623868681247,-245.1552169205455,-176.12253729737418,127.84942775475892,AF,375.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
376,-267.81721498698107,-230.86808329661855,-243.761395193968,-236.04450598118308,14.991084615767068,AF,376.0,0.7,0.7,0.7,0.7,0.0,AF
377,-216.4415279070285,-147.2993465686576,-171.40395722854956,-156.49873128120242,28.098623520545136,AF,377.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
378,-545.1695806987975,159.20268057049032,-86.25716450420035,66.29314792156885,286.36493092344307,N,378.0,0.8,0.8,0.8,0.8,0.0,AF
379,-287.09866341599394,-252.7342881700144,-275.15043414745844,-282.7321038961031,13.993735200561405,AF,379.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
380,-404.9971757916163,-20.78155949797729,-154.63228476913588,-72.05145683729916,156.13873443022553,AF,380.0,0.6,0.6,0.6,0.6,0.0,AF
381,-229.9855430014332,-190.7143839496061,-204.40729579785528,-196.40732681430055,15.914278705173071,AF,381.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
382,-215.2454218314924,-110.90210474568924,-147.28514536476925,-124.7723827643394,42.40667137700614,AF,382.0,0.7,0.8,0.75,0.75,0.0707106781186548,AF
383,-540.6680880071663,108.80511876376583,-117.50848243578136,21.345959888029107,263.8440664384892,N,383.0,0.072,0.236,0.154,0.154,0.1159655121145937,PVC
384,-386.7609201609757,-206.3602449456319,-269.24263927548384,-229.5953007507717,73.45540937259892,AF,384.0,-100.0,-100.0,-100.0,-100.0,-100.0,PVC
385,-246.15423006294685,-85.69131266809201,-141.62304658266447,-107.06482485244244,65.21135000413682,AF,385.0,-100.0,-100.0,-100.0,-100.0,-100.0,PVC
386,-393.4449602556029,-16.359858350134346,-147.8690789367161,-67.62291280998532,153.1290779346877,AF,386.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
387,-621.1546519479501,-7.959995147570098,-221.65025085153545,-88.08174831113779,249.3666125749152,N,387.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
388,-344.9461913057662,-292.3262442293492,-326.6256051256248,-338.1036197885348,21.4485896150767,AF,388.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
389,-217.331375589863,-188.4395276404965,-198.5315348276321,-192.40315569723552,11.72902641901008,AF,389.0,0.6,0.7,0.6499999999999999,0.6499999999999999,0.0707106781186547,AF
390,-505.8149827027714,72.30526978740411,-129.15417214325683,-5.675085036511705,234.84365294979125,AF,390.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
391,-318.13912887783727,-237.71271990268627,-265.77247783322764,-248.35362562778636,32.7996185427145,AF,391.0,0.7,0.8,0.75,0.75,0.0707106781186548,AF
392,-215.9832866140808,-183.7119728285952,-194.97393707001095,-187.9097233577964,13.125630672001744,AF,392.0,0.7,0.8,0.75,0.75,0.0707106781186548,AF
393,-442.7072304700538,25.842558851420627,-137.4673613624235,-37.78266590677404,190.2862032182193,AF,393.0,0.6,1.4,0.92,0.95,0.2740640638812595,PVC
394,-290.7058499682657,-214.34596446601657,-240.99657476603312,-224.5191287737372,31.151254173232196,AF,394.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
395,-241.49898606934735,-149.7181279717628,-181.7165383433123,-161.83833498726125,37.31088358748748,AF,395.0,0.6,0.7,0.6499999999999999,0.6499999999999999,0.0707106781186547,AF
396,-256.9900406460619,-193.9852301309267,-235.0840099284929,-248.69398101216564,25.62545500405497,AF,396.0,0.7,0.7,0.7,0.7,0.0,AF
397,-202.5083898457832,-100.7683475882148,-136.2349921687084,-114.23932924731376,41.354846427804105,AF,397.0,0.851,0.916,0.8835,0.8835,0.0459619407771256,AF
398,-237.85974967241265,-60.43228657313821,-122.32165754130416,-84.46295790261613,72.0604457868603,AF,398.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
399,-544.555014304252,95.3889562993256,-127.65004532070778,12.455378743108852,260.3203020141121,N,399.0,0.6,0.7,0.6499999999999999,0.6499999999999999,0.0707106781186547,AF
400,-279.1934122462769,-255.87522749341653,-271.05630520974165,-275.9573839740027,9.543581281586569,AF,400.0,0.7,0.7,0.7,0.7,0.0,AF
401,-197.98112208141117,-149.8726007425136,-166.6455465728877,-156.40120542159568,19.537231381726443,AF,401.0,0.8,1.0,0.9,0.9,0.1414213562373094,AF
402,-209.92050466878555,-75.26308122327376,-122.19880792367329,-93.11047153631893,54.73363988753628,AF,402.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
403,-357.4425973702528,-6.688219866079518,-129.01791864848286,-54.53507526463744,142.41880555595534,AF,403.0,0.8,0.9,0.8500000000000001,0.8500000000000001,0.0707106781186547,AF
404,-503.2366380317532,-40.63967247904775,-201.85480931141464,-100.41334431594572,188.19617113996483,AF,404.0,0.6,1.2,0.8999999999999999,0.8999999999999999,0.4242640687119284,AF
405,-267.86209600741046,-251.11549892616264,-256.94688194451567,-253.4861995722971,6.794952131247786,AF,405.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
406,-230.32564566927087,-137.03370478222465,-169.5526268916086,-149.5578066779321,37.903590765827744,AF,406.0,0.6,0.7,0.6499999999999999,0.6499999999999999,0.0707106781186547,AF
407,-536.7125828702217,181.4676075346664,-68.79388340812743,86.67651750588942,291.9738136880155,N,407.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
408,-300.5902701170932,-243.58407407236027,-263.48782916945544,-251.2230415368896,23.15748129252185,AF,408.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
409,-262.4883142076668,-148.01877817798345,-187.92042794385583,-163.31564771942791,46.516299353062585,AF,409.0,0.9,1.0,0.95,0.95,0.0707106781186547,AF
410,-276.9800454255933,-90.04400159689142,-155.24337752860868,-115.262485472739,75.93364114322421,AF,410.0,0.072,0.248,0.1533333333333333,0.14,0.0887543426167606,PVC
411,-518.5787306636535,34.73456299478613,-158.10340733951318,-37.901402513768666,224.9786965783302,AF,411.0,0.7,1.2,0.95,0.95,0.3535533905932738,AF
412,-312.88669300248176,-239.259054771358,-264.9215689678569,-249.272799668108,29.90258082395213,AF,412.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
413,-234.063453961755,-175.93149758354596,-196.21057007125395,-183.7592155266464,23.615073472954005,AF,413.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
414,-224.23710987485725,-102.33123417091042,-144.83512065454525,-118.40954967905172,49.55928796599071,AF,414.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
415,-526.6263469596637,103.63232433190142,-115.97454769660456,18.961305563428223,256.06279889369097,N,415.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
416,-356.5213426916484,-210.9125009338233,-261.68621263269023,-229.5812608130983,59.265712057766855,AF,416.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
417,-262.1751917934129,-179.8206054919391,-208.55750049533168,-190.73148887897625,33.4751184696431,AF,417.0,0.6,0.6,0.6,0.6,0.0,AF
418,-274.5816538337917,-97.92413836256564,-159.50463753427653,-121.42014019096447,71.79715931514399,AF,418.0,0.6,1.1,0.8500000000000001,0.8500000000000001,0.3535533905932738,AF
419,-505.8017139140538,71.40626715995127,-129.7541099297939,-4.902403749403671,234.64403663445927,AF,419.0,0.7,0.8,0.75,0.75,0.0707106781186548,AF
420,-299.7758956681633,-242.7916677407415,-262.67187653022046,-250.3648903102616,23.158242495551853,AF,420.0,0.7,0.8,0.75,0.75,0.0707106781186548,AF
421,-269.35188050087226,-144.01302017470886,-187.71539368417004,-160.68814687097662,50.93800710997935,AF,421.0,0.6,1.2,0.8999999999999999,0.8999999999999999,0.4242640687119284,AF
422,-247.60783142281412,-102.53680470939923,-153.10840298126718,-121.74821264009624,58.96903187003374,AF,422.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
423,-542.3406366089836,116.1638971225224,-113.2996955364934,28.392834141747752,267.6146229465822,N,423.0,0.168,0.248,0.208,0.208,0.0399999999999999,PVC
424,-363.1343432245777,-208.1406475934833,-262.19311157982446,-228.0004070990632,63.080583462834575,AF,424.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
425,-267.6536703978204,-182.0825903946265,-211.93203714511728,-193.3910601122681,34.786728354012126,AF,425.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
426,-235.58261267413167,-124.88549485159056,-163.48134143304654,-139.72688741360474,44.97551781946967,AF,426.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
427,-430.7571752541038,28.553452837829504,-131.49852673219212,-33.145640216992845,186.6087831743521,AF,427.0,0.6,0.7,0.6499999999999999,0.6499999999999999,0.0707106781186547,AF
428,-313.8371562967933,-190.206682679998,-233.3397152759449,-206.2443094810792,50.28509809299335,AF,428.0,0.06,0.344,0.181,0.16,0.1322371606874053,PVC
429,-267.5803270875299,-157.84684414085154,-196.1137551953132,-172.40738931965458,44.59985688718958,AF,429.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
430,-249.356729865476,-108.29443733182792,-157.4696560896014,-127.05031004020672,57.33146588056304,AF,430.0,0.7,0.9,0.8,0.8,0.1414213562373095,AF
431,-485.3688418775421,80.62878354969331,-116.6018571866767,5.3631023662517165,230.04202584843307,AF,431.0,0.6,0.7,0.6499999999999999,0.6499999999999999,0.0707106781186547,AF
432,-395.6930301857466,-144.97934742968675,-232.36680899925943,-177.66585129295802,101.96864076282478,AF,432.0,0.8,1.0,0.9,0.9,0.1414213562373094,AF
433,-291.1943279042948,-185.42718202288484,-222.29849110187212,-199.47365298908,42.98809883077941,AF,433.0,0.6,0.8,0.7,0.7,0.1414213562373095,AF
434,-288.041169544491,-123.2340509834398,-180.716607519448,-145.63928055372645,66.92683303935428,AF,434.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
435,-424.6962631816248,-29.49450593997223,-167.22529919395026,-81.33100474783893,160.69515086548662,AF,435.0,0.56,50.48,13.152,0.784,24.88556079335967,PVC
436,-304.9137308923459,-171.07272570169096,-217.73871222750336,-189.16707412773303,54.36781293198721,AF,436.0,0.576,0.792,0.744,0.784,0.0939787209957658,PVC
437,-250.6680622927296,-138.3286948470168,-177.49972459134403,-153.38261770317175,45.64613561663019,AF,437.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
438,-430.9373958967186,22.959796509535355,-135.22826113568337,-37.70063340914778,184.44603273016813,AF,438.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
439,-305.1234454023663,-185.8466207460405,-227.4414106825146,-201.26764981358457,48.52172373311878,AF,439.0,0.7,1.6,1.125,1.05,0.276457178290909,PVC
440,-254.93307947199585,-245.97361933905628,-249.13177815396804,-247.4360650207373,3.7088090963331015,AF,440.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
441,-203.3732160963454,-148.53682454630086,-167.65555498040095,-155.8157317132492,22.28795607178844,AF,441.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
442,-489.3494593159959,117.34519723101948,-94.06229820890252,36.62265284857133,246.57803196933955,N,442.0,0.6,0.8,0.7,0.7,0.1414213562373095,AF
443,-275.10790554685803,-230.7897296039336,-246.2546551261814,-236.602314773646,18.056917747996675,AF,443.0,-100.0,-100.0,-100.0,-100.0,-100.0,PVC
444,-234.31098088242408,-143.91176862691609,-175.45722455659848,-156.32381124051702,36.69658709781759,AF,444.0,0.56,10.328,2.6304,0.792,4.304347197891917,PVC
445,-367.9264217178289,-13.37407090773936,-136.9414995514158,-59.10863834097623,144.25213471748327,AF,445.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
446,-244.34961597275088,-152.08695361478755,-184.26183648680856,-164.3661045143374,37.49830642885461,AF,446.0,0.8,0.9,0.8500000000000001,0.8500000000000001,0.0707106781186547,AF
447,-224.48315765052385,-101.72746756637343,-144.52928052931372,-118.19735742286184,49.87454027281921,AF,447.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
448,-479.9095314757088,80.9169039221244,-114.55575176195649,7.273462535483206,228.0338772962602,AF,448.0,-100.0,-100.0,-100.0,-100.0,-100.0,PVC
449,-273.1280427021481,-229.5144125629123,-244.72497999517051,-235.39284939100497,17.716211621868624,AF,449.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
450,-232.1517799322542,-134.81256642988754,-168.73165562583526,-147.80532274375088,39.55619411632329,AF,450.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
451,-261.1860035325261,-95.9173687025339,-153.53155356974145,-117.8270303070128,67.17627736342035,AF,451.0,0.6,0.7,0.6499999999999999,0.6499999999999999,0.0707106781186547,AF
452,-554.8616182422281,107.23469004645308,-123.4883058311272,19.14013897321199,269.09220076172994,N,452.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
453,-401.0118008341741,-202.36462743069515,-271.6239310495856,-227.940113618468,80.82574717469869,AF,453.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
454,-276.5792884281842,-209.5964925790501,-232.9450664990936,-218.5470994315259,27.22073964258524,AF,454.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
455,-502.706849852851,51.17451945473457,-141.82360425683038,-22.643644386942423,225.1008255677417,AF,455.0,0.7,0.8,0.75,0.75,0.0707106781186548,AF
456,-276.56853644836224,-252.11848683925308,-260.6711206187486,-255.3599043247505,9.933873257189363,AF,456.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
457,-238.7250860432708,-153.2228074109627,-183.0466614964041,-164.69540920822658,34.736958850597965,AF,457.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
458,-376.3658066934214,-32.7465350156002,-152.53825929339172,-79.34157422500813,139.55262165969702,AF,458.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
459,-338.0170011973412,-146.91141094235368,-213.5463475750663,-171.4609901370201,77.78810470160495,AF,459.0,0.448,0.824,0.6226666666666667,0.5760000000000001,0.1550776149760714,PVC
460,-273.3179694771777,-157.3982942139339,-197.79852431040445,-172.81619174667378,47.11280048562751,AF,460.0,0.8,0.9,0.8500000000000001,0.8500000000000001,0.0707106781186547,AF
461,-462.737690453443,11.235364938872651,-153.93118990246114,-52.6798299818565,192.53928498230184,AF,461.0,0.24,20.368,3.916,0.772,8.062640758461212,PVC
462,-333.7095603933127,-282.4528646567356,-300.35774701168486,-289.3867510603933,20.931155649967558,AF,462.0,0.6,0.7,0.6499999999999999,0.6499999999999999,0.0707106781186547,AF
463,-277.0043051636337,-172.1552618720271,-208.7175115225889,-186.1448706984996,42.60929203374717,AF,463.0,0.7,0.7,0.7,0.7,0.0,AF
464,-342.47589309439564,-77.79292652340683,-170.0898054459889,-113.65258112948344,107.49701204998678,AF,464.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
465,-236.56187278071232,-207.4871994347861,-217.6743945775212,-211.5015992015218,11.862622235449017,AF,465.0,0.6,0.7,0.6499999999999999,0.6499999999999999,0.0707106781186547,AF
466,-269.01362383310027,-100.58764395171276,-159.31783050771182,-123.2559119590864,68.42162231038124,AF,466.0,-100.0,-100.0,-100.0,-100.0,-100.0,PVC
467,-222.3917822387226,-129.31561168107356,-161.7567681644059,-141.7272190450172,37.82305787355698,AF,467.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
468,-465.13933835988615,50.45302413355735,-129.27537064722495,-19.37113847625277,209.41018777369896,AF,468.0,0.7,0.8,0.75,0.75,0.0707106781186548,AF
469,-523.0055841771676,-88.23321792923616,-239.75010881766949,-144.7841294986591,176.83827855897624,AF,469.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
470,-293.1630215739971,-272.643756626017,-279.8067324267048,-275.73397384739496,8.303269069930202,AF,470.0,0.6,0.6,0.6,0.6,0.0,AF
471,-518.0575965653234,40.87489077829255,-153.88744782538342,-33.45466868104197,227.17113746167232,AF,471.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
472,-295.3686006413137,-249.3506947117656,-279.32548844627416,-289.375256254334,18.76063770023157,AF,472.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
473,-0.4629178941821041,-0.0440490028629179,-0.1900667431585651,-0.0999123952250471,0.1702243772988803,PVC,473.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
474,-0.668917820028633,0.0063598559192723,-0.2290862653988837,-0.0821218787943385,0.2745686618551163,PVC,474.0,0.6,0.6,0.6,0.6,0.0,AF
475,-0.6890188982976139,-0.1679260169182929,-0.3495708233183421,-0.2371764261251522,0.2117902891515281,PVC,475.0,0.7,0.9,0.8,0.8,0.1414213562373095,AF
476,-0.7767387762218798,-0.153705125402323,-0.3708939092790348,-0.235943174007774,0.2532718031817184,PVC,476.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
477,-0.8374888090851595,-0.2338753983491632,-0.4443027057990425,-0.3144032949113486,0.2452902441420061,PVC,477.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
478,-0.931488995503911,-0.2013890958662833,-0.4558577738094723,-0.2980381944213984,0.2967706419824941,PVC,478.0,0.6,0.7,0.6499999999999999,0.6499999999999999,0.0707106781186547,AF
479,-1.0014462927148726,-0.2200323373950327,-0.4924236007601503,-0.3239531833371332,0.3175866384900429,PVC,479.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
480,-1.0236891204362308,-0.2844774462652425,-0.5421793688034421,-0.3822237981276171,0.3004843654247558,PVC,480.0,0.7,0.7,0.7,0.7,0.0,AF
481,-1.1026362302231345,-0.3035877526800606,-0.5821242235879864,-0.4097570101505749,0.3247609286039844,PVC,481.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
482,-1.0438975177499104,-0.3806807333634381,-0.6118341800776057,-0.4689703778570717,0.2695401755197651,PVC,482.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
